InvoiceNo,CustomerID,ProductID,Category,Country,InvoiceDate,Quantity,UnitPrice,DiscountPercent,LineTotal,PaymentMethod,CustomerAge,MembershipLevel
INV10288,1854,204,Electronics,UK,2024-10-03,6,29.34,0,176.04,Card,54,Standard
INV10289,1996,299,Electronics,Germany,2024-08-24,0,10.09,10,0.0,Card,55,Gold
INV10290,1735,269,Sports,Spain,2024-04-18,3,8.26,15,21.06,Bank Transfer,54,Gold
INV10291,1224,289,Books,UK,2024-03-27,-1,31.72,10,-28.55,Card,36,Gold
INV10292,1384,203,Home,Germany,2024-04-27,6,2.61,5,14.88,PayPal,31,Platinum
INV10293,1402,325,Electronics,UK,2024-10-09,7,96.15,15,572.09,Bank Transfer,53,Standard
INV10294,1637,238,Home,UK,2024-11-20,-1,46.09,15,-39.18,Cash,54,Platinum
INV10295,1129,362,Electronics,Germany,2024-02-05,4,86.98,10,313.13,Cash,28,Standard
INV10296,1052,328,Books,France,2024-07-22,5,18.58,0,92.9,PayPal,44,Silver
INV10297,1683,223,Sports,Germany,2024-05-31,1,61.12,0,61.12,PayPal,19,Silver
INV10298,1729,256,Home,Spain,2024-07-28,2,52.49,0,104.98,Cash,39,Gold
INV10299,1671,299,Home,Germany,2024-07-27,-2,85.48,10,-153.86,Bank Transfer,19,Gold
INV10300,1709,269,Electronics,Germany,2024-07-06,-2,36.0,15,-61.2,PayPal,37,Platinum
INV10301,1415,240,Books,Spain,2024-05-27,0,58.5,10,0.0,Cash,61,Standard
INV10302,1246,381,Electronics,France,2024-02-16,-2,20.38,20,-32.61,Bank Transfer,65,Standard
INV10303,1835,373,Fashion,Spain,2024-01-27,8,2.89,15,19.65,PayPal,34,Standard
INV10304,1438,259,Books,France,2024-03-12,9,86.62,0,779.58,Card,21,Gold
INV10305,1202,307,Sports,France,2024-02-07,3,92.73,5,264.28,Card,31,Gold
INV10306,1183,387,Electronics,France,2024-07-18,8,40.66,10,292.75,Card,24,Standard
INV10307,1122,256,Sports,France,2024-01-04,0,95.9,20,0.0,Bank Transfer,32,Gold
INV10308,1400,230,Sports,Spain,2024-07-12,4,96.73,0,386.92,PayPal,47,Standard
INV10309,1766,283,Books,France,2024-11-06,8,18.96,15,128.93,Cash,33,Platinum
INV10310,1293,351,Electronics,Germany,2024-07-03,1,82.53,0,82.53,PayPal,57,Silver
INV10311,1279,235,Fashion,France,2024-12-23,9,94.95,15,726.37,Card,19,Standard
INV10312,1836,357,Fashion,France,2024-04-17,9,97.54,5,833.97,Card,36,Gold
INV10313,1883,351,Home,Spain,2024-04-28,7,79.06,0,553.42,Bank Transfer,18,Platinum
INV10314,1609,307,Fashion,Germany,2024-02-13,-1,8.28,20,-6.62,Cash,48,Gold
INV10315,1197,305,Home,Germany,2024-08-01,3,84.69,5,241.37,Bank Transfer,21,Gold
INV10316,1981,357,Books,Spain,2024-04-02,3,95.42,10,257.63,Cash,44,Gold
INV10317,1906,285,Sports,France,2024-08-18,-2,62.78,5,-119.28,PayPal,42,Standard
INV10318,1510,334,Books,Spain,2024-08-06,5,25.4,10,114.3,Bank Transfer,39,Platinum
INV10319,1751,362,Home,Germany,2024-09-15,0,15.65,15,0.0,Bank Transfer,60,Standard
INV10320,1143,382,Sports,UK,2024-10-22,1,25.68,10,23.11,Bank Transfer,27,Silver
INV10321,1608,213,Home,France,2024-09-29,1,75.17,20,60.14,Card,67,Standard
INV10322,1200,319,Electronics,UK,2024-09-14,1,32.66,10,29.39,Card,50,Silver
INV10323,1123,337,Sports,Spain,2024-06-19,6,78.22,5,445.85,Cash,66,Platinum
INV10324,1186,279,Home,Germany,2024-08-03,8,77.09,10,555.05,PayPal,65,Platinum
INV10325,1325,343,Electronics,UK,2024-06-29,2,69.91,20,111.86,Bank Transfer,61,Standard
INV10326,1463,381,Electronics,UK,2024-02-09,9,54.08,5,462.38,Card,47,Standard
INV10327,1348,305,Home,Germany,2024-01-05,3,57.69,20,138.46,Bank Transfer,47,Gold
INV10328,1770,269,Fashion,France,2024-04-25,7,58.77,20,329.11,Cash,33,Silver
INV10329,1659,243,Books,Germany,2024-03-06,-1,45.57,10,-41.01,Cash,26,Gold
INV10330,1763,272,Electronics,France,2024-07-17,3,19.81,15,50.52,PayPal,34,Gold
INV10331,1954,244,Books,Germany,2024-03-31,4,92.92,10,334.51,Cash,52,Platinum
INV10332,1931,383,Electronics,Germany,2024-09-08,3,31.58,15,80.53,Bank Transfer,67,Standard
INV10333,1402,306,Electronics,Spain,2024-10-15,-2,83.76,20,-134.02,PayPal,64,Platinum
INV10334,1345,283,Fashion,France,2024-10-19,3,81.06,20,194.54,PayPal,32,Standard
INV10335,1962,281,Fashion,Germany,2024-06-24,0,30.68,5,0.0,Card,65,Platinum
INV10336,1510,306,Home,France,2024-06-04,9,79.91,0,719.19,Bank Transfer,45,Platinum
INV10337,1146,384,Home,UK,2024-04-01,-1,53.76,0,-53.76,Cash,37,Platinum
INV10338,1147,220,Books,Germany,2024-12-15,2,14.65,15,24.9,Card,50,Silver
INV10339,1863,395,Fashion,Germany,2024-02-22,7,62.91,5,418.35,Bank Transfer,50,Platinum
INV10340,1710,377,Fashion,UK,2024-08-11,8,39.74,15,270.23,Bank Transfer,53,Silver
INV10341,1819,360,Electronics,Spain,2024-12-14,7,51.69,10,325.65,PayPal,30,Platinum
INV10342,1488,206,Sports,France,2024-01-03,3,64.63,10,174.5,PayPal,21,Standard
INV10343,1928,269,Home,UK,2024-12-23,5,29.35,15,124.74,Bank Transfer,40,Silver
INV10344,1935,326,Books,Germany,2024-08-10,7,9.35,0,65.45,Card,25,Standard
INV10345,1639,342,Sports,Germany,2024-04-20,3,97.61,10,263.55,PayPal,30,Standard
INV10346,1550,359,Home,Germany,2024-04-12,-1,88.17,10,-79.35,PayPal,41,Standard
INV10347,1337,347,Home,Germany,2024-02-20,-2,91.36,15,-155.31,Bank Transfer,57,Silver
INV10348,1871,342,Books,Spain,2024-03-09,-1,82.99,15,-70.54,Bank Transfer,63,Gold
INV10349,1640,375,Books,Germany,2024-01-10,6,43.84,15,223.58,PayPal,47,Silver
INV10350,1778,398,Electronics,Germany,2024-11-21,-1,32.54,20,-26.03,Card,47,Gold
INV10351,1987,348,Fashion,UK,2024-12-11,-2,98.14,20,-157.02,PayPal,42,Silver
INV10352,1952,369,Books,France,2024-09-27,3,32.08,5,91.43,Bank Transfer,50,Platinum
INV10353,1472,353,Home,Spain,2024-02-16,8,12.05,20,77.12,PayPal,26,Gold
INV10354,1945,319,Books,France,2024-06-03,5,98.34,10,442.53,Bank Transfer,43,Platinum
INV10355,1150,327,Electronics,Germany,2024-09-20,3,51.1,10,137.97,PayPal,41,Gold
INV10356,1414,341,Home,France,2024-12-06,-2,55.96,20,-89.54,Bank Transfer,50,Silver
INV10357,1989,256,Fashion,UK,2024-04-02,5,6.78,5,32.2,Bank Transfer,56,Silver
INV10358,1297,364,Fashion,UK,2024-03-20,6,10.95,5,62.41,Card,42,Gold
INV10359,1610,257,Electronics,Spain,2024-04-02,1,20.45,20,16.36,Bank Transfer,69,Platinum
INV10360,1262,220,Electronics,UK,2024-03-13,3,6.8,20,16.32,PayPal,62,Standard
INV10361,1763,281,Fashion,UK,2024-10-31,6,60.44,20,290.11,Bank Transfer,32,Gold
INV10362,1143,268,Books,France,2024-05-14,8,84.16,20,538.62,Cash,58,Gold
INV10363,1345,330,Fashion,France,2024-11-17,7,36.54,10,230.2,PayPal,65,Platinum
INV10364,1623,286,Electronics,Germany,2024-11-25,6,76.41,10,412.61,Card,66,Standard
INV10365,1571,364,Home,France,2024-05-04,7,20.04,20,112.22,PayPal,58,Gold
INV10366,1880,248,Fashion,France,2024-03-22,7,62.59,5,416.22,Card,23,Standard
INV10367,1001,346,Sports,Germany,2024-01-24,4,81.3,20,260.16,Cash,37,Standard
INV10368,1896,314,Home,UK,2024-04-26,1,64.76,0,64.76,Card,61,Silver
INV10369,1303,288,Home,France,2024-11-06,1,95.49,0,95.49,Bank Transfer,33,Platinum
INV10370,1253,284,Books,France,2024-11-28,8,23.34,15,158.71,Cash,38,Gold
INV10371,1651,327,Home,Spain,2024-01-28,-2,3.44,5,-6.54,Cash,32,Gold
INV10372,1452,339,Electronics,Germany,2024-07-25,1,91.35,10,82.22,Card,56,Standard
INV10373,1036,388,Fashion,Germany,2024-03-08,6,36.38,0,218.28,PayPal,59,Gold
INV10374,1159,368,Fashion,Germany,2024-04-12,8,92.95,20,594.88,Card,21,Standard
INV10375,1008,360,Home,Spain,2024-01-07,6,36.75,10,198.45,Card,41,Gold
INV10376,1232,377,Fashion,UK,2024-05-11,-2,89.79,20,-143.66,Cash,20,Platinum
INV10377,1098,316,Sports,UK,2024-01-01,1,46.38,15,39.42,Bank Transfer,67,Gold
INV10378,1658,395,Electronics,Germany,2024-08-04,9,20.45,15,156.44,PayPal,18,Standard
INV10379,1815,326,Home,France,2024-08-03,7,52.3,20,292.88,Card,47,Standard
INV10380,1207,270,Books,Spain,2024-06-12,8,73.9,20,472.96,Bank Transfer,30,Gold
INV10381,1130,285,Fashion,France,2024-06-17,1,92.53,20,74.02,Bank Transfer,35,Gold
INV10382,1403,232,Sports,Spain,2024-10-26,-1,54.65,20,-43.72,PayPal,57,Standard
INV10383,1151,280,Fashion,UK,2024-09-29,4,3.73,20,11.94,Bank Transfer,28,Silver
INV10384,1053,351,Electronics,UK,2024-01-02,9,57.81,0,520.29,Card,59,Silver
INV10385,1119,260,Electronics,Germany,2024-12-24,1,2.67,10,2.4,Cash,46,Gold
INV10386,1672,260,Fashion,Germany,2024-10-23,7,25.87,15,153.93,Bank Transfer,21,Platinum
INV10387,1919,297,Sports,Spain,2024-01-29,0,86.0,5,0.0,Cash,42,Gold
INV10388,1627,227,Home,UK,2024-12-02,4,23.34,15,79.36,PayPal,53,Platinum
INV10389,1586,385,Home,UK,2024-03-09,7,93.75,5,623.44,PayPal,53,Gold
INV10390,1624,242,Sports,Spain,2024-05-25,7,74.27,0,519.89,Bank Transfer,61,Standard
INV10391,1967,368,Books,France,2024-05-22,6,28.6,20,137.28,Cash,57,Gold
INV10392,1419,366,Books,Spain,2024-03-22,3,72.5,20,174.0,Card,45,Platinum
INV10393,1421,285,Home,France,2024-04-23,-1,16.32,15,-13.87,Cash,62,Platinum
INV10394,1103,376,Fashion,France,2024-09-11,7,12.53,20,70.17,Bank Transfer,25,Gold
INV10395,1851,216,Electronics,France,2024-07-14,1,82.33,0,82.33,Cash,38,Gold
INV10396,1253,297,Sports,UK,2024-01-08,4,66.96,15,227.66,Cash,52,Silver
INV10397,1226,397,Books,Germany,2024-02-14,9,77.46,20,557.71,PayPal,61,Gold
INV10398,1111,397,Home,France,2024-04-23,6,8.05,0,48.3,Bank Transfer,35,Gold
INV10399,1509,297,Electronics,UK,2024-10-12,9,78.61,5,672.12,Cash,64,Standard
INV10400,1472,264,Sports,UK,2024-06-27,6,35.54,10,191.92,Bank Transfer,42,Platinum
INV10401,1098,273,Fashion,UK,2024-09-02,4,98.65,0,394.6,Card,63,Silver
INV10402,1152,284,Fashion,Spain,2024-11-28,6,66.48,15,339.05,Bank Transfer,58,Standard
INV10403,1860,204,Fashion,Spain,2024-11-07,2,45.7,15,77.69,Card,22,Gold
INV10404,1913,201,Books,France,2024-03-11,8,37.36,5,283.94,Bank Transfer,64,Platinum
INV10405,1895,221,Books,Germany,2024-01-26,3,59.06,10,159.46,Bank Transfer,25,Gold
INV10406,1877,311,Home,Spain,2024-07-04,6,81.97,20,393.46,Cash,40,Gold
INV10407,1337,256,Sports,France,2024-01-11,-2,88.89,0,-177.78,Cash,20,Gold
INV10408,1705,265,Books,Spain,2024-04-13,4,91.2,5,346.56,Card,61,Gold
INV10409,1821,273,Home,France,2024-04-23,1,3.63,20,2.9,Card,54,Platinum
INV10410,1162,297,Fashion,UK,2024-11-24,8,74.13,15,504.08,PayPal,48,Standard
INV10411,1719,343,Home,UK,2024-11-26,0,85.45,0,0.0,Cash,46,Gold
INV10412,1956,311,Fashion,Germany,2024-07-08,5,69.6,10,313.2,Card,58,Gold
INV10413,1680,378,Books,Germany,2024-07-06,0,52.77,5,0.0,Cash,37,Silver
INV10414,1995,324,Home,UK,2024-01-16,6,16.26,20,78.05,Bank Transfer,20,Silver
INV10415,1160,366,Books,France,2024-08-07,4,39.52,15,134.37,PayPal,40,Platinum
INV10416,1579,285,Books,France,2024-09-25,2,83.33,5,158.33,Cash,57,Gold
INV10417,1800,275,Home,France,2024-08-29,9,67.59,0,608.31,Cash,38,Gold
INV10418,1397,287,Electronics,France,2024-06-24,2,63.43,20,101.49,Cash,30,Gold
INV10419,1276,367,Electronics,France,2024-02-15,-2,14.81,5,-28.14,Cash,25,Platinum
INV10420,1815,237,Home,UK,2024-03-12,-1,46.21,5,-43.9,Card,22,Platinum
INV10421,1915,387,Fashion,France,2024-05-29,9,20.85,20,150.12,Card,42,Gold
INV10422,1503,258,Home,France,2024-10-04,3,95.32,15,243.07,PayPal,56,Gold
INV10423,1895,337,Electronics,UK,2024-07-31,0,14.68,5,0.0,Bank Transfer,54,Platinum
INV10424,1391,298,Electronics,Germany,2024-02-21,6,19.8,10,106.92,Bank Transfer,58,Gold
INV10425,1134,391,Home,France,2024-02-03,-1,85.61,5,-81.33,PayPal,22,Standard
INV10426,1194,262,Home,France,2024-09-03,0,52.69,5,0.0,Bank Transfer,25,Standard
INV10427,1400,248,Electronics,Spain,2024-05-12,-2,72.06,5,-136.91,Card,61,Platinum
INV10428,1639,391,Books,UK,2024-03-31,0,26.05,15,0.0,Cash,21,Standard
INV10429,1032,231,Sports,UK,2024-10-23,9,62.22,5,531.98,Bank Transfer,58,Silver
INV10430,1687,334,Sports,Germany,2024-11-09,-1,4.42,10,-3.98,Cash,39,Gold
INV10431,1459,220,Fashion,UK,2024-10-25,0,64.26,15,0.0,Cash,31,Silver
INV10432,1954,219,Fashion,Spain,2024-08-02,7,12.16,10,76.61,Card,36,Silver
INV10433,1882,353,Fashion,UK,2024-07-13,-1,68.66,10,-61.79,Cash,30,Silver
INV10434,1469,326,Electronics,UK,2024-11-18,7,79.43,0,556.01,Bank Transfer,52,Standard
INV10435,1374,267,Books,UK,2024-11-16,3,32.27,0,96.81,Card,21,Gold
INV10436,1021,309,Sports,Spain,2024-01-28,2,84.73,10,152.51,PayPal,50,Gold
INV10437,1749,315,Sports,Germany,2024-03-16,-2,90.96,5,-172.82,Card,39,Platinum
INV10438,1669,342,Electronics,UK,2024-09-23,4,79.55,20,254.56,Bank Transfer,18,Silver
INV10439,1037,319,Fashion,Spain,2024-06-09,2,6.89,0,13.78,Card,28,Standard
INV10440,1229,278,Home,Spain,2024-01-31,4,65.22,20,208.7,Bank Transfer,33,Silver
INV10441,1364,315,Electronics,Germany,2024-08-14,8,16.02,5,121.75,Bank Transfer,21,Silver
INV10442,1562,291,Fashion,UK,2024-06-28,-1,67.26,20,-53.81,Card,46,Gold
INV10443,1437,213,Sports,France,2024-01-25,2,47.04,20,75.26,Bank Transfer,56,Platinum
INV10444,1775,354,Electronics,UK,2024-11-18,-1,77.02,5,-73.17,PayPal,61,Standard
INV10445,1282,324,Books,Germany,2024-02-17,-2,54.58,20,-87.33,Bank Transfer,55,Gold
INV10446,1026,367,Sports,France,2024-09-17,6,10.21,10,55.13,PayPal,41,Silver
INV10447,1225,257,Electronics,Germany,2024-11-04,-1,63.43,20,-50.74,PayPal,69,Gold
INV10448,1276,227,Fashion,Spain,2024-01-16,1,51.18,0,51.18,Bank Transfer,26,Silver
INV10449,1797,225,Books,France,2024-02-08,-1,27.55,20,-22.04,Cash,25,Standard
INV10450,1608,312,Electronics,Spain,2024-06-26,6,11.73,15,59.82,PayPal,31,Gold
INV10451,1283,390,Sports,UK,2024-11-14,9,36.89,5,315.41,PayPal,32,Gold
INV10452,1878,265,Fashion,Spain,2024-10-31,2,25.1,0,50.2,Card,39,Gold
INV10453,1959,352,Books,Spain,2024-11-06,-1,86.93,5,-82.58,PayPal,54,Gold
INV10454,1480,330,Books,Germany,2024-09-01,0,17.76,5,0.0,PayPal,32,Gold
INV10455,1452,399,Electronics,Germany,2024-02-26,-2,9.74,20,-15.58,PayPal,23,Standard
INV10456,1828,243,Sports,France,2024-10-01,8,95.13,20,608.83,PayPal,18,Platinum
INV10457,1815,296,Fashion,Germany,2024-08-25,2,50.31,20,80.5,Cash,37,Standard
INV10458,1658,241,Electronics,UK,2024-07-07,-2,83.53,5,-158.71,PayPal,58,Gold
INV10459,1515,205,Home,Spain,2024-04-10,3,58.13,10,156.95,Bank Transfer,53,Silver
INV10460,1546,366,Fashion,France,2024-12-09,-1,34.74,15,-29.53,Cash,19,Silver
INV10461,1191,379,Books,UK,2024-08-09,2,12.41,5,23.58,PayPal,23,Gold
INV10462,1048,222,Fashion,Spain,2024-01-12,-2,5.45,10,-9.81,Bank Transfer,19,Platinum
INV10463,1511,288,Home,Spain,2024-09-29,0,45.84,5,0.0,Bank Transfer,20,Gold
INV10464,1016,322,Sports,UK,2024-03-06,6,50.76,10,274.1,Cash,24,Standard
INV10465,1171,377,Home,Spain,2024-04-12,6,71.51,20,343.25,Cash,37,Platinum
INV10466,1219,370,Books,France,2024-08-24,-2,72.83,20,-116.53,Bank Transfer,66,Platinum
INV10467,1157,346,Fashion,Germany,2024-11-10,7,82.19,5,546.56,Cash,58,Standard
INV10468,1476,396,Fashion,Spain,2024-01-24,7,28.22,15,167.91,Cash,58,Platinum
INV10469,1045,250,Sports,France,2024-02-06,3,74.01,10,199.83,Card,68,Gold
INV10470,1372,210,Sports,France,2024-12-27,7,50.37,10,317.33,Cash,22,Gold
INV10471,1517,211,Sports,Germany,2024-08-22,3,7.1,20,17.04,Card,42,Silver
INV10472,1098,273,Home,Spain,2024-01-15,8,80.62,15,548.22,Cash,55,Standard
INV10473,1891,207,Fashion,Germany,2024-12-29,8,38.85,20,248.64,Cash,35,Platinum
INV10474,1744,351,Sports,France,2024-11-01,-1,62.81,15,-53.39,Bank Transfer,18,Platinum
INV10475,1036,240,Home,Germany,2024-07-12,3,64.47,5,183.74,Card,42,Platinum
INV10476,1279,363,Books,France,2024-02-19,8,74.56,10,536.83,Cash,34,Gold
INV10477,1348,284,Home,Germany,2024-07-09,3,41.56,0,124.68,PayPal,63,Standard
INV10478,1496,271,Sports,Germany,2024-10-21,9,54.94,20,395.57,Cash,32,Gold
INV10479,1301,254,Home,Spain,2024-03-26,6,74.85,10,404.19,Bank Transfer,22,Platinum
INV10480,1180,336,Fashion,Germany,2024-05-20,2,17.17,15,29.19,Bank Transfer,34,Gold
INV10481,1606,246,Electronics,Germany,2024-04-10,2,26.96,0,53.92,Bank Transfer,38,Platinum
INV10482,1098,342,Home,UK,2024-12-02,2,15.93,0,31.86,Card,40,Platinum
INV10483,1699,375,Sports,Spain,2024-01-12,8,17.63,10,126.94,Card,60,Gold
INV10484,1992,303,Electronics,Spain,2024-05-14,-1,33.24,20,-26.59,Card,27,Platinum
INV10485,1115,241,Home,Spain,2024-09-18,9,40.17,0,361.53,PayPal,34,Gold
INV10486,1190,259,Fashion,Spain,2024-02-16,8,16.27,20,104.13,Card,18,Silver
INV10487,1252,397,Fashion,Spain,2024-11-27,8,64.59,0,516.72,Bank Transfer,54,Gold
INV10488,1980,211,Books,France,2024-08-21,6,95.6,15,487.56,Card,65,Silver
INV10489,1927,329,Sports,Germany,2024-07-28,0,77.19,5,0.0,Card,24,Silver
INV10490,1982,206,Books,UK,2024-04-09,-1,79.32,5,-75.35,Cash,29,Gold
INV10491,1160,279,Fashion,UK,2024-10-19,2,12.27,5,23.31,Card,57,Standard
INV10492,1255,330,Sports,Germany,2024-02-22,-1,37.44,15,-31.82,Cash,67,Standard
INV10493,1322,308,Fashion,Spain,2024-04-21,-1,95.68,5,-90.9,Card,18,Gold
INV10494,1127,202,Books,Germany,2024-12-29,6,58.7,15,299.37,Cash,37,Gold
INV10495,1017,226,Sports,Germany,2024-12-25,7,97.26,10,612.74,Bank Transfer,61,Platinum
INV10496,1792,313,Fashion,France,2024-02-27,0,40.29,20,0.0,Card,48,Platinum
INV10497,1734,306,Electronics,Spain,2024-06-21,6,76.18,5,434.23,Bank Transfer,21,Gold
INV10498,1565,239,Electronics,Germany,2024-02-08,7,3.03,15,18.03,Card,43,Standard
INV10499,1569,360,Fashion,Germany,2024-11-19,4,30.14,10,108.5,PayPal,29,Platinum
INV10500,1322,328,Books,Germany,2024-07-24,0,5.65,15,0.0,PayPal,39,Platinum
INV10501,1871,207,Home,UK,2024-04-14,-2,88.52,10,-159.34,Bank Transfer,18,Standard
INV10502,1685,300,Sports,France,2024-09-18,-1,84.57,5,-80.34,Bank Transfer,18,Gold
INV10503,1791,359,Books,Germany,2024-08-09,8,35.41,15,240.79,PayPal,20,Standard
INV10504,1625,323,Books,UK,2024-07-20,-1,92.98,5,-88.33,PayPal,29,Silver
INV10505,1287,375,Sports,UK,2024-04-20,-1,96.24,20,-76.99,Cash,38,Platinum
INV10506,1942,306,Home,Spain,2024-06-03,3,21.1,20,50.64,Card,30,Platinum
INV10507,1853,300,Books,UK,2024-09-20,-2,71.93,0,-143.86,PayPal,30,Platinum
INV10508,1662,203,Home,France,2024-07-17,6,10.34,0,62.04,Bank Transfer,58,Standard
INV10509,1961,397,Electronics,Germany,2024-09-08,2,99.28,5,188.63,Bank Transfer,35,Standard
INV10510,1638,309,Home,Spain,2024-01-08,4,70.81,5,269.08,PayPal,50,Gold
INV10511,1154,218,Books,Germany,2024-12-13,4,49.56,0,198.24,Bank Transfer,23,Platinum
INV10512,1489,231,Electronics,UK,2024-06-23,5,37.56,15,159.63,Card,42,Silver
INV10513,1385,336,Electronics,UK,2024-04-22,1,73.39,20,58.71,Cash,40,Gold
INV10514,1985,211,Fashion,France,2024-09-04,2,32.83,20,52.53,Card,41,Standard
INV10515,1784,338,Sports,UK,2024-08-26,0,51.93,0,0.0,Cash,54,Silver
INV10516,1103,245,Electronics,Germany,2024-01-12,5,20.95,0,104.75,Cash,43,Gold
INV10517,1928,318,Electronics,Germany,2024-04-27,7,7.17,0,50.19,PayPal,21,Standard
INV10518,1392,215,Electronics,Spain,2024-04-27,1,51.85,5,49.26,Bank Transfer,55,Silver
INV10519,1810,328,Home,UK,2024-06-28,1,90.23,15,76.7,Cash,52,Gold
INV10520,1245,262,Sports,Spain,2024-05-14,3,82.8,15,211.14,PayPal,66,Silver
INV10521,1175,308,Fashion,UK,2024-07-10,3,42.58,0,127.74,Bank Transfer,28,Standard
INV10522,1038,318,Fashion,France,2024-08-27,8,19.18,10,138.1,Bank Transfer,53,Gold
INV10523,1476,220,Fashion,UK,2024-11-28,7,54.97,0,384.79,Cash,42,Standard
INV10524,1681,357,Sports,UK,2024-05-09,4,22.49,0,89.96,Bank Transfer,37,Platinum
INV10525,1758,212,Electronics,Spain,2024-06-18,-1,59.05,10,-53.14,Card,18,Platinum
INV10526,1537,361,Electronics,UK,2024-03-25,9,62.31,10,504.71,Bank Transfer,47,Silver
INV10527,1866,203,Books,UK,2024-06-04,2,96.85,10,174.33,Card,21,Platinum
INV10528,1817,355,Home,France,2024-04-18,8,4.73,10,34.06,Bank Transfer,40,Standard
INV10529,1920,301,Electronics,Spain,2024-03-31,4,29.42,5,111.8,Cash,52,Silver
INV10530,1407,258,Sports,Spain,2024-08-25,-2,69.95,5,-132.9,Cash,59,Gold
INV10531,1524,327,Fashion,UK,2024-03-04,8,34.29,15,233.17,PayPal,39,Standard
INV10532,1827,226,Sports,Spain,2024-05-24,8,80.04,5,608.3,Card,48,Gold
INV10533,1505,268,Books,UK,2024-04-09,0,53.23,20,0.0,Card,18,Gold
INV10534,1902,224,Sports,Germany,2024-03-19,7,22.41,15,133.34,Cash,21,Gold
INV10535,1824,330,Electronics,Germany,2024-08-11,6,32.48,15,165.65,Cash,36,Gold
INV10536,1035,296,Sports,Germany,2024-08-13,3,98.86,10,266.92,Cash,47,Standard
INV10537,1684,395,Books,France,2024-05-23,3,59.5,0,178.5,Card,18,Platinum
INV10538,1019,224,Sports,France,2024-07-02,5,78.87,5,374.63,PayPal,65,Standard
INV10539,1320,347,Home,Spain,2024-05-12,6,52.49,15,267.7,Card,36,Platinum
INV10540,1775,361,Books,Spain,2024-02-15,4,13.24,10,47.66,Cash,69,Gold
INV10541,1511,353,Sports,Germany,2024-11-29,3,4.06,10,10.96,PayPal,38,Platinum
INV10542,1399,325,Home,France,2024-04-13,4,16.11,5,61.22,Bank Transfer,39,Gold
INV10543,1653,332,Fashion,France,2024-04-22,-2,8.23,15,-13.99,Bank Transfer,67,Silver
INV10544,1971,388,Books,Germany,2024-07-30,3,33.39,0,100.17,Cash,19,Gold
INV10545,1882,208,Electronics,Germany,2024-12-20,-1,98.23,15,-83.5,PayPal,23,Platinum
INV10546,1470,315,Sports,Germany,2024-11-13,1,70.83,20,56.66,Cash,38,Silver
INV10547,1142,377,Home,France,2024-11-21,8,94.77,5,720.25,Card,50,Silver
INV10548,1091,333,Sports,UK,2024-05-24,8,55.61,5,422.64,Card,36,Gold
INV10549,1353,259,Books,Spain,2024-10-01,5,54.93,15,233.45,PayPal,44,Standard
INV10550,1833,371,Home,Germany,2024-09-18,0,49.28,10,0.0,Cash,54,Platinum
INV10551,1799,320,Home,Germany,2024-06-25,5,28.31,15,120.32,Cash,46,Silver
INV10552,1726,338,Electronics,UK,2024-06-12,-2,61.17,5,-116.22,Bank Transfer,45,Standard
INV10553,1958,393,Fashion,UK,2024-04-02,2,14.8,0,29.6,PayPal,51,Gold
INV10554,1853,374,Home,UK,2024-01-12,4,9.85,5,37.43,Cash,18,Gold
INV10555,1050,307,Sports,UK,2024-05-20,0,81.15,15,0.0,Card,65,Gold
INV10556,1664,307,Electronics,Spain,2024-10-16,4,36.19,20,115.81,Cash,42,Gold
INV10557,1697,330,Books,Germany,2024-12-24,4,10.91,20,34.91,Cash,38,Platinum
INV10558,1574,275,Home,UK,2024-07-12,6,17.26,15,88.03,Card,51,Silver
INV10559,1189,229,Books,Spain,2024-05-03,4,8.53,0,34.12,Card,43,Platinum
INV10560,1124,220,Books,France,2024-10-23,0,9.84,20,0.0,Cash,53,Silver
INV10561,1149,355,Fashion,Germany,2024-04-12,8,92.77,20,593.73,Card,52,Standard
INV10562,1313,389,Home,Germany,2024-07-12,0,67.59,20,0.0,Bank Transfer,40,Standard
INV10563,1569,360,Electronics,UK,2024-03-01,0,63.09,0,0.0,Bank Transfer,34,Silver
INV10564,1341,362,Electronics,UK,2024-05-06,9,52.86,0,475.74,Bank Transfer,64,Gold
INV10565,1304,379,Fashion,Spain,2024-05-18,-2,51.27,5,-97.41,Card,59,Standard
INV10566,1691,233,Sports,UK,2024-02-21,-2,33.09,20,-52.94,Card,29,Platinum
INV10567,1681,240,Electronics,Germany,2024-04-02,0,76.58,10,0.0,Card,61,Silver
INV10568,1837,250,Electronics,France,2024-06-01,1,95.61,20,76.49,PayPal,37,Standard
INV10569,1782,374,Sports,Spain,2024-01-06,-1,58.54,20,-46.83,Card,56,Silver
INV10570,1053,281,Electronics,France,2024-06-15,1,13.44,20,10.75,Bank Transfer,44,Gold
INV10571,1443,257,Electronics,UK,2024-02-15,1,46.33,15,39.38,Bank Transfer,59,Silver
INV10572,1612,274,Home,UK,2024-10-01,5,28.53,15,121.25,Bank Transfer,54,Standard
INV10573,1992,384,Fashion,France,2024-05-29,-2,91.43,15,-155.43,PayPal,37,Silver
INV10574,1263,222,Books,France,2024-03-17,-2,48.13,0,-96.26,Cash,69,Standard
INV10575,1052,375,Home,Germany,2024-04-03,8,36.91,10,265.75,Bank Transfer,28,Standard
